ID,Дата,Год,Месяц_год,Местоположение,Бренд,Товар,Количество,Продажи,Себестоимость,Прибыль,Рентабельность
,2021-02-01,2021,202102,на Гоголя,Nuke,NK grou-9880,31,316355,164610.0,151745.0,92.18
,2021-03-01,2021,202103,на Гоголя,Nuke,NK grou-9880,25,259275,132750.0,126525.0,95.31
,2021-04-01,2021,202104,на Гоголя,Nuke,NK grou-9880,46,511290,244260.0,267030.0,109.32
,2021-05-01,2021,202105,на Гоголя,Nuke,NK grou-9880,58,659170,307980.0,351190.0,114.03
,2021-06-01,2021,202106,на Гоголя,Nuke,NK grou-9880,55,590920,292050.0,298870.0,102.34
,2021-07-01,2021,202107,на Гоголя,Nuke,NK grou-9880,58,513242,307980.0,205262.0,66.65
,2021-08-01,2021,202108,на Гоголя,Nuke,NK grou-9880,49,470645,260190.0,210455.0,80.89
,2021-09-01,2021,202109,на Гоголя,Nuke,NK grou-9880,52,481312,276120.0,205192.0,74.31
,2021-10-01,2021,202110,на Гоголя,Nuke,NK grou-9880,43,443588,228330.0,215258.0,94.27
,2021-11-01,2021,202111,на Гоголя,Nuke,NK grou-9880,31,325996,164610.0,161386.0,98.04
,2021-12-01,2021,202112,на Гоголя,Nuke,NK grou-9880,37,351611,196470.0,155141.0,78.96
,2022-01-01,2022,202201,на Гоголя,Nuke,NK grou-9880,53,516273,281430.0,234843.0,83.45
,2022-02-01,2022,202202,на Гоголя,Nuke,NK grou-9880,34,364888,180540.0,184348.0,102.11
,2022-03-01,2022,202203,на Гоголя,Nuke,NK grou-9880,27,253341,143370.0,109971.0,76.7
,2022-04-01,2022,202204,на Гоголя,Nuke,NK grou-9880,50,543200,265500.0,277700.0,104.6
,2022-05-01,2022,202205,на Гоголя,Nuke,NK grou-9880,63,659736,334530.0,325206.0,97.21
,2022-06-01,2022,202206,на Гоголя,Nuke,NK grou-9880,60,599640,318600.0,281040.0,88.21
,2022-07-01,2022,202207,на Гоголя,Nuke,NK grou-9880,63,575946,334530.0,241416.0,72.17
,2022-08-01,2022,202208,на Гоголя,Nuke,NK grou-9880,53,518022,281430.0,236592.0,84.07
,2022-09-01,2022,202209,на Гоголя,Nuke,NK grou-9880,57,560196,302670.0,257526.0,85.08
,2022-10-01,2022,202210,на Гоголя,Nuke,NK grou-9880,47,507083,249570.0,257513.0,103.18
,2022-11-01,2022,202211,на Гоголя,Nuke,NK grou-9880,34,343468,180540.0,162928.0,90.24
,2022-12-01,2022,202212,на Гоголя,Nuke,NK grou-9880,40,402120,212400.0,189720.0,89.32
,2021-01-01,2021,202101,на Гоголя,Nuke,NK gre-7983,46,369564,148120.0,221444.0,149.5
,2021-02-01,2021,202102,на Гоголя,Nuke,NK gre-7983,29,240207,93380.0,146827.0,157.24
,2021-03-01,2021,202103,на Гоголя,Nuke,NK gre-7983,23,161897,74060.0,87837.0,118.6
,2021-04-01,2021,202104,на Гоголя,Nuke,NK gre-7983,44,386936,141680.0,245256.0,173.11
,2021-05-01,2021,202105,на Гоголя,Nuke,NK gre-7983,55,493790,177100.0,316690.0,178.82
,2021-06-01,2021,202106,на Гоголя,Nuke,NK gre-7983,52,430768,167440.0,263328.0,157.27
,2021-07-01,2021,202107,на Гоголя,Nuke,NK gre-7983,55,390115,177100.0,213015.0,120.28
,2021-08-01,2021,202108,на Гоголя,Nuke,NK gre-7983,46,350474,148120.0,202354.0,136.61
,2021-09-01,2021,202109,на Гоголя,Nuke,NK gre-7983,49,398370,157780.0,240590.0,152.48
,2021-10-01,2021,202110,на Гоголя,Nuke,NK gre-7983,41,321030,132020.0,189010.0,143.17
,2021-11-01,2021,202111,на Гоголя,Nuke,NK gre-7983,29,230608,93380.0,137228.0,146.96
,2021-12-01,2021,202112,на Гоголя,Nuke,NK gre-7983,35,262640,112700.0,149940.0,133.04
,2022-01-01,2022,202201,на Гоголя,Nuke,NK gre-7983,51,416619,164220.0,252399.0,153.7
,2022-02-01,2022,202202,на Гоголя,Nuke,NK gre-7983,32,264256,103040.0,161216.0,156.46
,2022-03-01,2022,202203,на Гоголя,Nuke,NK gre-7983,26,185770,83720.0,102050.0,121.89
,2022-04-01,2022,202204,на Гоголя,Nuke,NK gre-7983,48,413424,154560.0,258864.0,167.48
,2022-05-01,2022,202205,на Гоголя,Nuke,NK gre-7983,60,551340,193200.0,358140.0,185.37
,2022-06-01,2022,202206,на Гоголя,Nuke,NK gre-7983,57,500004,183540.0,316464.0,172.42
,2022-07-01,2022,202207,на Гоголя,Nuke,NK gre-7983,60,403080,193200.0,209880.0,108.63
,2022-08-01,2022,202208,на Гоголя,Nuke,NK gre-7983,51,395352,164220.0,231132.0,140.75
,2022-09-01,2022,202209,на Гоголя,Nuke,NK gre-7983,54,444960,173880.0,271080.0,155.9
,2022-10-01,2022,202210,на Гоголя,Nuke,NK gre-7983,45,395145,144900.0,250245.0,172.7
,2022-11-01,2022,202211,на Гоголя,Nuke,NK gre-7983,32,283168,103040.0,180128.0,174.81
,2022-12-01,2022,202212,на Гоголя,Nuke,NK gre-7983,38,268166,122360.0,145806.0,119.16
,2021-01-01,2021,202101,на Гоголя,Nuke,NK earth-5320,58,450718,192270.0,258448.0,134.42
,2021-02-01,2021,202102,на Гоголя,Nuke,NK earth-5320,36,286092,119340.0,166752.0,139.73
,2021-03-01,2021,202103,на Гоголя,Nuke,NK earth-5320,29,197693,96135.0,101558.0,105.64
,2021-04-01,2021,202104,на Гоголя,Nuke,NK earth-5320,54,464076,179010.0,285066.0,159.25
,2021-05-01,2021,202105,на Гоголя,Nuke,NK earth-5320,68,610504,225420.0,385084.0,170.83
,2021-06-01,2021,202106,на Гоголя,Nuke,NK earth-5320,65,519415,215475.0,303940.0,141.06
,2021-07-01,2021,202107,на Гоголя,Nuke,NK earth-5320,68,465120,225420.0,239700.0,106.33
,2021-08-01,2021,202108,на Гоголя,Nuke,NK earth-5320,58,451762,192270.0,259492.0,134.96
,2021-09-01,2021,202109,на Гоголя,Nuke,NK earth-5320,61,440298,202215.0,238083.0,117.74
,2021-10-01,2021,202110,на Гоголя,Nuke,NK earth-5320,50,408350,165750.0,242600.0,146.37
,2021-11-01,2021,202111,на Гоголя,Nuke,NK earth-5320,36,272736,119340.0,153396.0,128.54
,2021-12-01,2021,202112,на Гоголя,Nuke,NK earth-5320,43,315319,142545.0,172774.0,121.21
,2022-01-01,2022,202201,на Гоголя,Nuke,NK earth-5320,63,484911,208845.0,276066.0,132.19
,2022-02-01,2022,202202,на Гоголя,Nuke,NK earth-5320,40,316920,132600.0,184320.0,139.0
,2022-03-01,2022,202203,на Гоголя,Nuke,NK earth-5320,32,239232,106080.0,133152.0,125.52
,2022-04-01,2022,202204,на Гоголя,Nuke,NK earth-5320,59,492296,195585.0,296711.0,151.7
,2022-05-01,2022,202205,на Гоголя,Nuke,NK earth-5320,75,645600,248625.0,396975.0,159.67
,2022-06-01,2022,202206,на Гоголя,Nuke,NK earth-5320,71,574674,235365.0,339309.0,144.16
,2022-07-01,2022,202207,на Гоголя,Nuke,NK earth-5320,75,454950,248625.0,206325.0,82.99
,2022-08-01,2022,202208,на Гоголя,Nuke,NK earth-5320,63,481887,208845.0,273042.0,130.74
,2022-09-01,2022,202209,на Гоголя,Nuke,NK earth-5320,67,490440,222105.0,268335.0,120.81
,2022-10-01,2022,202210,на Гоголя,Nuke,NK earth-5320,55,457050,182325.0,274725.0,150.68
,2022-11-01,2022,202211,на Гоголя,Nuke,NK earth-5320,40,324080,132600.0,191480.0,144.4
,2022-12-01,2022,202212,на Гоголя,Nuke,NK earth-5320,48,347760,159120.0,188640.0,118.55
,2021-01-01,2021,202101,на Гоголя,Nuke,NK ais-5028,63,693882,296100.0,397782.0,134.34
,2021-02-01,2021,202102,на Гоголя,Nuke,NK ais-5028,40,445480,188000.0,257480.0,136.96
,2021-03-01,2021,202103,на Гоголя,Nuke,NK ais-5028,32,351936,150400.0,201536.0,134.0
,2021-04-01,2021,202104,на Гоголя,Nuke,NK ais-5028,59,700802,277300.0,423502.0,152.72
,2021-05-01,2021,202105,на Гоголя,Nuke,NK ais-5028,75,913575,352500.0,561075.0,159.17
,2021-06-01,2021,202106,на Гоголя,Nuke,NK ais-5028,71,802016,333700.0,468316.0,140.34
,2021-07-01,2021,202107,на Гоголя,Nuke,NK ais-5028,75,745650,352500.0,393150.0,111.53
,2021-08-01,2021,202108,на Гоголя,Nuke,NK ais-5028,63,701127,296100.0,405027.0,136.79
,2021-09-01,2021,202109,на Гоголя,Nuke,NK ais-5028,67,710602,314900.0,395702.0,125.66
,2021-10-01,2021,202110,на Гоголя,Nuke,NK ais-5028,55,648835,258500.0,390335.0,151.0
,2021-11-01,2021,202111,на Гоголя,Nuke,NK ais-5028,40,433280,188000.0,245280.0,130.47
,2021-12-01,2021,202112,на Гоголя,Nuke,NK ais-5028,48,494352,225600.0,268752.0,119.13
,2022-01-01,2022,202201,на Гоголя,Nuke,NK ais-5028,69,746580,324300.0,422280.0,130.21
,2022-02-01,2022,202202,на Гоголя,Nuke,NK ais-5028,44,481800,206800.0,275000.0,132.98
,2022-03-01,2022,202203,на Гоголя,Nuke,NK ais-5028,35,388255,164500.0,223755.0,136.02
,2022-04-01,2022,202204,на Гоголя,Nuke,NK ais-5028,65,749255,305500.0,443755.0,145.26
,2022-05-01,2022,202205,на Гоголя,Nuke,NK ais-5028,82,946854,385400.0,561454.0,145.68
,2022-06-01,2022,202206,на Гоголя,Nuke,NK ais-5028,78,855036,366600.0,488436.0,133.23
,2022-07-01,2022,202207,на Гоголя,Nuke,NK ais-5028,82,782690,385400.0,397290.0,103.09
,2022-08-01,2022,202208,на Гоголя,Nuke,NK ais-5028,69,752445,324300.0,428145.0,132.02
,2022-09-01,2022,202209,на Гоголя,Nuke,NK ais-5028,74,810818,347800.0,463018.0,133.13
,2022-10-01,2022,202210,на Гоголя,Nuke,NK ais-5028,61,685579,286700.0,398879.0,139.13
,2022-11-01,2022,202211,на Гоголя,Nuke,NK ais-5028,44,520564,206800.0,313764.0,151.72
,2022-12-01,2022,202212,на Гоголя,Nuke,NK ais-5028,52,542932,244400.0,298532.0,122.15
,2021-01-01,2021,202101,на Гоголя,Nuke,NK ice-4908,67,709262,359723.0,349539.0,97.17
,2021-02-01,2021,202102,на Гоголя,Nuke,NK ice-4908,42,453852,225498.0,228354.0,101.27
,2021-03-01,2021,202103,на Гоголя,Nuke,NK ice-4908,34,342720,182546.0,160174.0,87.74
,2021-04-01,2021,202104,на Гоголя,Nuke,NK ice-4908,62,654844,332878.0,321966.0,96.72
,2021-05-01,2021,202105,на Гоголя,Nuke,NK ice-4908,79,891673,424151.0,467522.0,110.23
,2021-06-01,2021,202106,на Гоголя,Nuke,NK ice-4908,75,804900,402675.0,402225.0,99.89
,2021-07-01,2021,202107,на Гоголя,Nuke,NK ice-4908,79,674107,424151.0,249956.0,58.93
,2021-08-01,2021,202108,на Гоголя,Nuke,NK ice-4908,67,661290,359723.0,301567.0,83.83
,2021-09-01,2021,202109,на Гоголя,Nuke,NK ice-4908,71,701622,381199.0,320423.0,84.06
,2021-10-01,2021,202110,на Гоголя,Nuke,NK ice-4908,58,579768,311402.0,268366.0,86.18
,2021-11-01,2021,202111,на Гоголя,Nuke,NK ice-4908,42,421554,225498.0,196056.0,86.94
,2021-12-01,2021,202112,на Гоголя,Nuke,NK ice-4908,50,514250,268450.0,245800.0,91.56
,2022-01-01,2022,202201,на Гоголя,Nuke,NK ice-4908,73,732190,391937.0,340253.0,86.81
,2022-02-01,2022,202202,на Гоголя,Nuke,NK ice-4908,46,463082,246974.0,216108.0,87.5
,2022-03-01,2022,202203,на Гоголя,Nuke,NK ice-4908,37,377955,198653.0,179302.0,90.26
,2022-04-01,2022,202204,на Гоголя,Nuke,NK ice-4908,69,713667,370461.0,343206.0,92.64
,2022-05-01,2022,202205,на Гоголя,Nuke,NK ice-4908,87,1008504,467103.0,541401.0,115.91
,2022-06-01,2022,202206,на Гоголя,Nuke,NK ice-4908,82,876170,440258.0,435912.0,99.01
,2022-07-01,2022,202207,на Гоголя,Nuke,NK ice-4908,87,819540,467103.0,352437.0,75.45
,2022-08-01,2022,202208,на Гоголя,Nuke,NK ice-4908,73,741169,391937.0,349232.0,89.1
,2022-09-01,2022,202209,на Гоголя,Nuke,NK ice-4908,78,811044,418782.0,392262.0,93.67
,2022-10-01,2022,202210,на Гоголя,Nuke,NK ice-4908,64,686464,343616.0,342848.0,99.78
,2022-11-01,2022,202211,на Гоголя,Nuke,NK ice-4908,46,480470,246974.0,233496.0,94.54
,2022-12-01,2022,202212,на Гоголя,Nuke,NK ice-4908,55,554565,295295.0,259270.0,87.8
,2021-01-01,2021,202101,на Гоголя,Nuke,NK ai-2826,48,598272,264000.0,334272.0,126.62
,2021-02-01,2021,202102,на Гоголя,Nuke,NK ai-2826,30,386610,165000.0,221610.0,134.31
,2021-03-01,2021,202103,на Гоголя,Nuke,NK ai-2826,24,288960,132000.0,156960.0,118.91
,2021-04-01,2021,202104,на Гоголя,Nuke,NK ai-2826,45,592290,247500.0,344790.0,139.31
,2021-05-01,2021,202105,на Гоголя,Nuke,NK ai-2826,56,704312,308000.0,396312.0,128.67
,2021-06-01,2021,202106,на Гоголя,Nuke,NK ai-2826,53,644798,291500.0,353298.0,121.2
,2021-07-01,2021,202107,на Гоголя,Nuke,NK ai-2826,56,593432,308000.0,285432.0,92.67
,2021-08-01,2021,202108,на Гоголя,Nuke,NK ai-2826,48,584544,264000.0,320544.0,121.42
,2021-09-01,2021,202109,на Гоголя,Nuke,NK ai-2826,50,608250,275000.0,333250.0,121.18
,2021-10-01,2021,202110,на Гоголя,Nuke,NK ai-2826,42,542304,231000.0,311304.0,134.76
,2021-11-01,2021,202111,на Гоголя,Nuke,NK ai-2826,30,365550,165000.0,200550.0,121.55
,2021-12-01,2021,202112,на Гоголя,Nuke,NK ai-2826,36,426960,198000.0,228960.0,115.64
,2022-01-01,2022,202201,на Гоголя,Nuke,NK ai-2826,52,617344,286000.0,331344.0,115.85
,2022-02-01,2022,202202,на Гоголя,Nuke,NK ai-2826,33,401742,181500.0,220242.0,121.35
,2022-03-01,2022,202203,на Гоголя,Nuke,NK ai-2826,26,305786,143000.0,162786.0,113.84
,2022-04-01,2022,202204,на Гоголя,Nuke,NK ai-2826,49,646996,269500.0,377496.0,140.07
,2022-05-01,2022,202205,на Гоголя,Nuke,NK ai-2826,62,789136,341000.0,448136.0,131.42
,2022-06-01,2022,202206,на Гоголя,Nuke,NK ai-2826,59,712307,324500.0,387807.0,119.51
,2022-07-01,2022,202207,на Гоголя,Nuke,NK ai-2826,62,644242,341000.0,303242.0,88.93
,2022-08-01,2022,202208,на Гоголя,Nuke,NK ai-2826,52,636116,286000.0,350116.0,122.42
,2022-09-01,2022,202209,на Гоголя,Nuke,NK ai-2826,55,642125,302500.0,339625.0,112.27
,2022-10-01,2022,202210,на Гоголя,Nuke,NK ai-2826,46,599978,253000.0,346978.0,137.15
,2022-11-01,2022,202211,на Гоголя,Nuke,NK ai-2826,33,401973,181500.0,220473.0,121.47
,2022-12-01,2022,202212,на Гоголя,Nuke,NK ai-2826,39,461331,214500.0,246831.0,115.07
,2021-01-01,2021,202101,на Гоголя,Rubok,RB air-7636,15,63225,22680.0,40545.0,178.77
,2021-02-01,2021,202102,на Гоголя,Rubok,RB air-7636,9,31905,13608.0,18297.0,134.46
,2021-03-01,2021,202103,на Гоголя,Rubok,RB air-7636,8,23648,12096.0,11552.0,95.5
,2021-04-01,2021,202104,на Гоголя,Rubok,RB air-7636,14,63336,21168.0,42168.0,199.21
,2021-05-01,2021,202105,на Гоголя,Rubok,RB air-7636,18,86544,27216.0,59328.0,217.99
,2021-06-01,2021,202106,на Гоголя,Rubok,RB air-7636,17,82025,25704.0,56321.0,219.11
,2021-07-01,2021,202107,на Гоголя,Rubok,RB air-7636,18,40734,27216.0,13518.0,49.67
,2021-08-01,2021,202108,на Гоголя,Rubok,RB air-7636,15,48495,22680.0,25815.0,113.82
,2021-09-01,2021,202109,на Гоголя,Rubok,RB air-7636,16,61376,24192.0,37184.0,153.7
,2021-10-01,2021,202110,на Гоголя,Rubok,RB air-7636,13,52702,19656.0,33046.0,168.12
,2021-11-01,2021,202111,на Гоголя,Rubok,RB air-7636,9,40023,13608.0,26415.0,194.11
,2021-12-01,2021,202112,на Гоголя,Rubok,RB air-7636,11,36091,16632.0,19459.0,117.0
,2022-01-01,2022,202201,на Гоголя,Rubok,RB air-7636,16,59280,24192.0,35088.0,145.04
,2022-02-01,2022,202202,на Гоголя,Rubok,RB air-7636,10,39890,15120.0,24770.0,163.82
,2022-03-01,2022,202203,на Гоголя,Rubok,RB air-7636,8,30600,12096.0,18504.0,152.98
,2022-04-01,2022,202204,на Гоголя,Rubok,RB air-7636,15,69420,22680.0,46740.0,206.08
,2022-05-01,2022,202205,на Гоголя,Rubok,RB air-7636,19,97964,28728.0,69236.0,241.01
,2022-06-01,2022,202206,на Гоголя,Rubok,RB air-7636,18,72882,27216.0,45666.0,167.79
,2022-07-01,2022,202207,на Гоголя,Rubok,RB air-7636,19,42788,28728.0,14060.0,48.94
,2022-08-01,2022,202208,на Гоголя,Rubok,RB air-7636,16,59680,24192.0,35488.0,146.69
,2022-09-01,2022,202209,на Гоголя,Rubok,RB air-7636,17,74562,25704.0,48858.0,190.08
,2022-10-01,2022,202210,на Гоголя,Rubok,RB air-7636,14,55006,21168.0,33838.0,159.85
,2022-11-01,2022,202211,на Гоголя,Rubok,RB air-7636,10,36300,15120.0,21180.0,140.08
,2022-12-01,2022,202212,на Гоголя,Rubok,RB air-7636,12,43896,18144.0,25752.0,141.93
,2021-01-01,2021,202101,на Гоголя,Rubok,RB grou-5163,18,57294,14076.0,43218.0,307.03
,2021-02-01,2021,202102,на Гоголя,Rubok,RB grou-5163,12,32760,9384.0,23376.0,249.1
,2021-03-01,2021,202103,на Гоголя,Rubok,RB grou-5163,9,16560,7038.0,9522.0,135.29
,2021-04-01,2021,202104,на Гоголя,Rubok,RB grou-5163,17,62713,13294.0,49419.0,371.74
,2021-05-01,2021,202105,на Гоголя,Rubok,RB grou-5163,22,72358,17204.0,55154.0,320.59
,2021-06-01,2021,202106,на Гоголя,Rubok,RB grou-5163,20,67560,15640.0,51920.0,331.97
,2021-07-01,2021,202107,на Гоголя,Rubok,RB grou-5163,22,34606,17204.0,17402.0,101.15
,2021-08-01,2021,202108,на Гоголя,Rubok,RB grou-5163,18,41508,14076.0,27432.0,194.88
,2021-09-01,2021,202109,на Гоголя,Rubok,RB grou-5163,19,50654,14858.0,35796.0,240.92
,2021-10-01,2021,202110,на Гоголя,Rubok,RB grou-5163,16,58128,12512.0,45616.0,364.58
,2021-11-01,2021,202111,на Гоголя,Rubok,RB grou-5163,12,34500,9384.0,25116.0,267.65
,2021-12-01,2021,202112,на Гоголя,Rubok,RB grou-5163,14,35238,10948.0,24290.0,221.87
,2022-01-01,2022,202201,на Гоголя,Rubok,RB grou-5163,20,47820,15640.0,32180.0,205.75
,2022-02-01,2022,202202,на Гоголя,Rubok,RB grou-5163,13,43992,10166.0,33826.0,332.74
,2022-03-01,2022,202203,на Гоголя,Rubok,RB grou-5163,10,24930,7820.0,17110.0,218.8
,2022-04-01,2022,202204,на Гоголя,Rubok,RB grou-5163,19,73492,14858.0,58634.0,394.63
,2022-05-01,2022,202205,на Гоголя,Rubok,RB grou-5163,24,80784,18768.0,62016.0,330.43
,2022-06-01,2022,202206,на Гоголя,Rubok,RB grou-5163,22,62612,17204.0,45408.0,263.94
,2022-07-01,2022,202207,на Гоголя,Rubok,RB grou-5163,24,23520,18768.0,4752.0,25.32
,2022-08-01,2022,202208,на Гоголя,Rubok,RB grou-5163,20,41960,15640.0,26320.0,168.29
,2022-09-01,2022,202209,на Гоголя,Rubok,RB grou-5163,21,61740,16422.0,45318.0,275.96
,2022-10-01,2022,202210,на Гоголя,Rubok,RB grou-5163,18,50742,14076.0,36666.0,260.49
,2022-11-01,2022,202211,на Гоголя,Rubok,RB grou-5163,13,35386,10166.0,25220.0,248.08
,2022-12-01,2022,202212,на Гоголя,Rubok,RB grou-5163,15,30600,11730.0,18870.0,160.87
,2021-01-01,2021,202101,на Гоголя,Rubok,RB gre-1678,16,78800,28000.0,50800.0,181.43
,2021-02-01,2021,202102,на Гоголя,Rubok,RB gre-1678,10,45630,17500.0,28130.0,160.74
,2021-03-01,2021,202103,на Гоголя,Rubok,RB gre-1678,8,36480,14000.0,22480.0,160.57
,2021-04-01,2021,202104,на Гоголя,Rubok,RB gre-1678,15,80730,26250.0,54480.0,207.54
,2021-05-01,2021,202105,на Гоголя,Rubok,RB gre-1678,19,107806,33250.0,74556.0,224.23
,2021-06-01,2021,202106,на Гоголя,Rubok,RB gre-1678,18,88776,31500.0,57276.0,181.83
,2021-07-01,2021,202107,на Гоголя,Rubok,RB gre-1678,19,73682,33250.0,40432.0,121.6
,2021-08-01,2021,202108,на Гоголя,Rubok,RB gre-1678,16,62384,28000.0,34384.0,122.8
,2021-09-01,2021,202109,на Гоголя,Rubok,RB gre-1678,17,82093,29750.0,52343.0,175.94
,2021-10-01,2021,202110,на Гоголя,Rubok,RB gre-1678,14,78974,24500.0,54474.0,222.34
,2021-11-01,2021,202111,на Гоголя,Rubok,RB gre-1678,10,50090,17500.0,32590.0,186.23
,2021-12-01,2021,202112,на Гоголя,Rubok,RB gre-1678,12,52584,21000.0,31584.0,150.4
,2022-01-01,2022,202201,на Гоголя,Rubok,RB gre-1678,18,92574,31500.0,61074.0,193.89
,2022-02-01,2022,202202,на Гоголя,Rubok,RB gre-1678,11,47124,19250.0,27874.0,144.8
,2022-03-01,2022,202203,на Гоголя,Rubok,RB gre-1678,9,43830,15750.0,28080.0,178.29
,2022-04-01,2022,202204,на Гоголя,Rubok,RB gre-1678,17,90202,29750.0,60452.0,203.2
,2022-05-01,2022,202205,на Гоголя,Rubok,RB gre-1678,21,118020,36750.0,81270.0,221.14
,2022-06-01,2022,202206,на Гоголя,Rubok,RB gre-1678,20,101520,35000.0,66520.0,190.06
,2022-07-01,2022,202207,на Гоголя,Rubok,RB gre-1678,21,65079,36750.0,28329.0,77.09
,2022-08-01,2022,202208,на Гоголя,Rubok,RB gre-1678,18,76752,31500.0,45252.0,143.66
,2022-09-01,2022,202209,на Гоголя,Rubok,RB gre-1678,19,91105,33250.0,57855.0,174.0
,2022-10-01,2022,202210,на Гоголя,Rubok,RB gre-1678,16,77264,28000.0,49264.0,175.94
,2022-11-01,2022,202211,на Гоголя,Rubok,RB gre-1678,11,48312,19250.0,29062.0,150.97
,2022-12-01,2022,202212,на Гоголя,Rubok,RB gre-1678,14,64736,24500.0,40236.0,164.23
,2021-01-01,2021,202101,на Гоголя,Rubok,RB earth-5369,15,84585,37800.0,46785.0,123.77
,2021-02-01,2021,202102,на Гоголя,Rubok,RB earth-5369,9,47088,22680.0,24408.0,107.62
,2021-03-01,2021,202103,на Гоголя,Rubok,RB earth-5369,8,36824,20160.0,16664.0,82.66
,2021-04-01,2021,202104,на Гоголя,Rubok,RB earth-5369,14,87682,35280.0,52402.0,148.53
,2021-05-01,2021,202105,на Гоголя,Rubok,RB earth-5369,18,111978,45360.0,66618.0,146.87
,2021-06-01,2021,202106,на Гоголя,Rubok,RB earth-5369,17,104295,42840.0,61455.0,143.45
,2021-07-01,2021,202107,на Гоголя,Rubok,RB earth-5369,18,77868,45360.0,32508.0,71.67
,2021-08-01,2021,202108,на Гоголя,Rubok,RB earth-5369,15,69690,37800.0,31890.0,84.37
,2021-09-01,2021,202109,на Гоголя,Rubok,RB earth-5369,16,84000,40320.0,43680.0,108.33
,2021-10-01,2021,202110,на Гоголя,Rubok,RB earth-5369,13,75569,32760.0,42809.0,130.67
,2021-11-01,2021,202111,на Гоголя,Rubok,RB earth-5369,9,47322,22680.0,24642.0,108.65
,2021-12-01,2021,202112,на Гоголя,Rubok,RB earth-5369,11,51337,27720.0,23617.0,85.2
,2022-01-01,2022,202201,на Гоголя,Rubok,RB earth-5369,16,89200,40320.0,48880.0,121.23
,2022-02-01,2022,202202,на Гоголя,Rubok,RB earth-5369,10,49540,25200.0,24340.0,96.59
,2022-03-01,2022,202203,на Гоголя,Rubok,RB earth-5369,8,40136,20160.0,19976.0,99.09
,2022-04-01,2022,202204,на Гоголя,Rubok,RB earth-5369,15,90585,37800.0,52785.0,139.64
,2022-05-01,2022,202205,на Гоголя,Rubok,RB earth-5369,19,125609,47880.0,77729.0,162.34
,2022-06-01,2022,202206,на Гоголя,Rubok,RB earth-5369,18,104904,45360.0,59544.0,131.27
,2022-07-01,2022,202207,на Гоголя,Rubok,RB earth-5369,19,83885,47880.0,36005.0,75.2
,2022-08-01,2022,202208,на Гоголя,Rubok,RB earth-5369,16,72096,40320.0,31776.0,78.81
,2022-09-01,2022,202209,на Гоголя,Rubok,RB earth-5369,17,91749,42840.0,48909.0,114.17
,2022-10-01,2022,202210,на Гоголя,Rubok,RB earth-5369,14,75530,35280.0,40250.0,114.09
,2022-11-01,2022,202211,на Гоголя,Rubok,RB earth-5369,10,52380,25200.0,27180.0,107.86
,2022-12-01,2022,202212,на Гоголя,Rubok,RB earth-5369,12,61944,30240.0,31704.0,104.84
,2021-01-01,2021,202101,на Гоголя,Rubok,RB ais-8935,19,65018,17556.0,47462.0,270.35
,2021-02-01,2021,202102,на Гоголя,Rubok,RB ais-8935,12,42768,11088.0,31680.0,285.71
,2021-03-01,2021,202103,на Гоголя,Rubok,RB ais-8935,10,28580,9240.0,19340.0,209.31
,2021-04-01,2021,202104,на Гоголя,Rubok,RB ais-8935,18,66204,16632.0,49572.0,298.05
,2021-05-01,2021,202105,на Гоголя,Rubok,RB ais-8935,22,90442,20328.0,70114.0,344.91
,2021-06-01,2021,202106,на Гоголя,Rubok,RB ais-8935,21,78981,19404.0,59577.0,307.03
,2021-07-01,2021,202107,на Гоголя,Rubok,RB ais-8935,22,46926,20328.0,26598.0,130.84
,2021-08-01,2021,202108,на Гоголя,Rubok,RB ais-8935,19,45182,17556.0,27626.0,157.36
,2021-09-01,2021,202109,на Гоголя,Rubok,RB ais-8935,20,68420,18480.0,49940.0,270.24
,2021-10-01,2021,202110,на Гоголя,Rubok,RB ais-8935,17,68204,15708.0,52496.0,334.2
,2021-11-01,2021,202111,на Гоголя,Rubok,RB ais-8935,12,44664,11088.0,33576.0,302.81
,2021-12-01,2021,202112,на Гоголя,Rubok,RB ais-8935,14,36274,12936.0,23338.0,180.41
,2022-01-01,2022,202201,на Гоголя,Rubok,RB ais-8935,21,70581,19404.0,51177.0,263.74
,2022-02-01,2022,202202,на Гоголя,Rubok,RB ais-8935,13,49257,12012.0,37245.0,310.06
,2022-03-01,2022,202203,на Гоголя,Rubok,RB ais-8935,11,30723,10164.0,20559.0,202.27
,2022-04-01,2022,202204,на Гоголя,Rubok,RB ais-8935,19,74005,17556.0,56449.0,321.54
,2022-05-01,2022,202205,на Гоголя,Rubok,RB ais-8935,25,101000,23100.0,77900.0,337.23
,2022-06-01,2022,202206,на Гоголя,Rubok,RB ais-8935,23,76705,21252.0,55453.0,260.93
,2022-07-01,2022,202207,на Гоголя,Rubok,RB ais-8935,25,41975,23100.0,18875.0,81.71
,2022-08-01,2022,202208,на Гоголя,Rubok,RB ais-8935,21,50190,19404.0,30786.0,158.66
,2022-09-01,2022,202209,на Гоголя,Rubok,RB ais-8935,22,70114,20328.0,49786.0,244.91
,2022-10-01,2022,202210,на Гоголя,Rubok,RB ais-8935,18,75060,16632.0,58428.0,351.3
,2022-11-01,2022,202211,на Гоголя,Rubok,RB ais-8935,13,38389,12012.0,26377.0,219.59
,2022-12-01,2022,202212,на Гоголя,Rubok,RB ais-8935,16,44704,14784.0,29920.0,202.38
